id,age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label 
3039,59,Private,308118,Assoc-acdm,12,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
3040,39,Private,165235,Bachelors,13,Separated,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,0,0,40,Philippines,>50K
3041,44,Private,174283,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
3042,38,Private,333651,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,70,United-States,>50K
3043,49,Private,168211,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
3044,60,Private,252413,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,32,United-States,>50K
3045,59,Federal-gov,100931,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
3046,61,Self-emp-not-inc,196773,7th-8th,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,United-States,>50K
3047,29,Private,188675,Some-college,10,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,Jamaica,>50K
3048,64,Private,180401,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
3049,35,Private,1226583,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,52,United-States,>50K
3050,39,Private,293291,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
3051,49,State-gov,55938,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
3052,33,State-gov,156015,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
3053,64,Federal-gov,86837,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
3054,51,Local-gov,133336,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,40,United-States,>50K
3055,41,Private,106900,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,1902,42,United-States,>50K
3056,63,Self-emp-not-inc,125178,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
3057,54,Self-emp-inc,96460,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,60,United-States,>50K
3058,51,Private,205884,Some-college,10,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,40,United-States,>50K
3059,33,Self-emp-not-inc,422960,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,60,United-States,>50K
3060,51,State-gov,172281,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,35,United-States,>50K
3061,40,Self-emp-not-inc,170866,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K
3062,45,Private,160647,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,4687,0,35,United-States,>50K
3063,41,Local-gov,47858,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,>50K
3064,34,Private,157747,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
3065,63,Self-emp-not-inc,167501,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,20051,0,10,United-States,>50K
3066,42,Private,201785,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
3067,84,Self-emp-inc,172907,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,>50K
3068,36,Private,98389,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,>50K
3069,42,Private,366180,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
3070,45,Private,187581,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
3071,38,Private,179117,Assoc-acdm,12,Never-married,Machine-op-inspct,Not-in-family,Black,Female,10520,0,50,United-States,>50K
3072,45,Self-emp-not-inc,315984,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,50,United-States,>50K
3073,40,Private,272960,Assoc-acdm,12,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,42,United-States,>50K
3074,34,Private,277314,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,Black,Male,0,1902,50,United-States,>50K
3075,40,Self-emp-inc,218558,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
3076,37,Private,305379,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
3077,44,Private,43711,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,7688,0,40,United-States,>50K
3078,37,State-gov,191841,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,8614,0,40,United-States,>50K
3079,50,Private,23686,Some-college,10,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,0,35,United-States,>50K
3080,60,Private,245062,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
3081,50,Private,163948,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
3082,50,Private,343847,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,38,United-States,>50K
3083,48,State-gov,85384,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
3084,54,Self-emp-inc,162439,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,98,United-States,>50K
3085,36,Private,111499,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Female,14084,0,40,United-States,>50K
3086,47,?,331650,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,0,0,8,United-States,>50K
3087,54,Private,343242,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,>50K
3088,73,Self-emp-inc,191540,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
3089,46,Private,165953,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
3090,47,Private,60267,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,38,United-States,>50K
3091,47,Private,185866,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,?,>50K
3092,59,Private,258579,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,3103,0,35,United-States,>50K
3093,51,Private,146767,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
3094,43,Private,347653,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,48,United-States,>50K
3095,42,Private,139012,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Taiwan,>50K
3096,49,Self-emp-inc,330874,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,>50K
3097,41,Private,355918,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,>50K
3098,28,Private,355259,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
3099,53,Private,83434,Bachelors,13,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,21,Japan,>50K
3100,44,Private,278476,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
3101,44,Private,147265,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
3102,30,Private,190385,Bachelors,13,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,>50K
3103,43,Private,226902,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,80,United-States,>50K
3104,49,State-gov,142856,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
3105,48,Private,186172,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
3106,56,Self-emp-inc,187355,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,60,Canada,>50K
3107,25,Federal-gov,27142,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
3108,46,Private,403911,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
3109,57,Self-emp-not-inc,184553,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
3110,25,Private,263773,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
3111,30,Self-emp-not-inc,176185,Some-college,10,Married-spouse-absent,Craft-repair,Own-child,White,Male,0,0,60,United-States,>50K
3112,62,Private,213321,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
3113,25,Private,102476,Bachelors,13,Never-married,Farming-fishing,Own-child,White,Male,27828,0,50,United-States,>50K
3114,39,Private,103456,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,>50K
3115,32,Federal-gov,111567,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
3116,30,Private,205659,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,Thailand,>50K
3117,38,Private,258888,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,>50K
3118,48,Private,158924,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
3119,32,Self-emp-not-inc,174789,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
3120,42,Federal-gov,198316,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
3121,41,Private,116825,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
3122,52,Private,163998,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,99999,0,45,United-States,>50K
3123,55,Private,334308,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,>50K
3124,45,Local-gov,215862,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,45,United-States,>50K
3125,41,Self-emp-not-inc,197176,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,75,United-States,>50K
3126,70,Private,282642,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2174,40,United-States,>50K
3127,55,Private,170287,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Poland,>50K
3128,32,Private,159442,Prof-school,15,Never-married,Sales,Not-in-family,White,Female,13550,0,50,United-States,>50K
3129,37,Private,202683,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,>50K
3130,45,Private,154430,Bachelors,13,Widowed,Prof-specialty,Not-in-family,White,Female,10520,0,50,United-States,>50K
3131,48,Private,449354,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,4386,0,45,United-States,>50K
3132,35,Private,105803,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,>50K
3133,31,Private,196791,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,>50K
3134,30,Private,206322,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,73,United-States,>50K
3135,42,Private,226902,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K
3136,46,Local-gov,144531,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,>50K
3137,52,Private,174752,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
3138,47,Private,102628,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,>50K
3139,40,Private,154374,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
3140,48,Private,182566,Bachelors,13,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,>50K
3141,44,Local-gov,124692,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,>50K
3142,27,Private,190525,HS-grad,9,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
3143,43,State-gov,139734,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,40,United-States,>50K
3144,30,Private,162442,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,7688,0,50,United-States,>50K
3145,31,Private,168906,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,>50K
3146,32,Federal-gov,127651,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
3147,31,Local-gov,243665,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,41,United-States,>50K
3148,57,Self-emp-inc,119253,Masters,14,Married-civ-spouse,Sales,Husband,White,Male,15024,0,65,United-States,>50K
3149,44,Private,151089,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1887,60,United-States,>50K
3150,51,Self-emp-not-inc,246820,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,48,United-States,>50K
3151,36,Private,185099,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,>50K
3152,53,Private,195813,5th-6th,3,Married-civ-spouse,Craft-repair,Husband,Other,Male,5178,0,40,Puerto-Rico,>50K
3153,38,Private,187870,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7298,0,50,United-States,>50K
3154,51,Private,95946,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
3155,39,Self-emp-inc,117555,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,>50K
3156,52,Private,347519,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,>50K
3157,25,Local-gov,334267,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
3158,43,Private,289669,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,2547,40,United-States,>50K
3159,39,Local-gov,423605,12th,8,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1848,40,Nicaragua,>50K
3160,43,Federal-gov,287008,Masters,14,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,35,United-States,>50K
3161,31,Private,111567,9th,5,Never-married,Sales,Not-in-family,White,Male,0,0,43,United-States,>50K
3162,61,Private,170262,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,38,United-States,>50K
3163,31,Federal-gov,207301,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
3164,35,Private,193815,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
3165,40,Federal-gov,73883,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
3166,51,Private,128143,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
3167,61,Private,716416,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,>50K
3168,43,Federal-gov,144778,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
3169,64,Self-emp-not-inc,65991,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,7298,0,45,United-States,>50K
3170,47,Private,155664,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,United-States,>50K
3171,41,Private,352812,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,1902,40,United-States,>50K
3172,44,Self-emp-not-inc,197558,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,70,United-States,>50K
3173,40,State-gov,184018,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,United-States,>50K
3174,41,Private,163287,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,43,United-States,>50K
3175,25,Private,404616,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
3176,44,Private,147265,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
3177,49,Local-gov,59612,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
3178,47,Private,454989,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,>50K
3179,49,Private,166809,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,>50K
3180,31,Private,188096,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,72,United-States,>50K
3181,41,State-gov,293485,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,3103,0,40,United-States,>50K
3182,52,Private,217663,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
3183,47,Local-gov,193012,Masters,14,Divorced,Protective-serv,Not-in-family,Black,Male,0,0,50,United-States,>50K
3184,45,Federal-gov,81487,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Puerto-Rico,>50K
3185,36,State-gov,212143,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,>50K
3186,38,Private,103323,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,40,United-States,>50K
3187,31,Private,220066,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,14344,0,50,United-States,>50K
3188,36,Private,175360,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Male,13550,0,50,United-States,>50K
3189,35,Private,241306,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
3190,34,Private,97723,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
3191,40,Private,209547,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1977,60,United-States,>50K
3192,44,Self-emp-not-inc,234885,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,>50K
3193,59,Private,175942,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,>50K
3194,26,Private,391349,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
3195,56,Self-emp-inc,70720,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,27828,0,60,United-States,>50K
3196,46,Private,219021,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,15024,0,44,United-States,>50K
3197,37,Private,219141,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,7688,0,40,United-States,>50K
3198,32,Private,194426,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,15024,0,40,United-States,>50K
3199,45,Self-emp-inc,108100,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,99999,0,25,?,>50K
3200,55,Private,197399,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,99999,0,55,United-States,>50K
3201,52,Self-emp-not-inc,44728,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
3202,58,Self-emp-inc,112945,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,27828,0,40,United-States,>50K
3203,56,Private,109015,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7688,0,50,United-States,>50K
3204,50,Private,158680,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
3205,65,Private,101104,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,9386,0,10,United-States,>50K
3206,43,Private,200355,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,>50K
3207,64,Private,21174,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
3208,25,Private,176729,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,>50K
3209,58,Private,160662,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
3210,43,Private,273230,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
3211,48,Self-emp-inc,81513,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
3212,33,State-gov,121245,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
3213,38,Federal-gov,338320,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
3214,43,Private,184625,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,>50K
3215,25,Private,168943,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,>50K
3216,48,Private,121253,Bachelors,13,Married-spouse-absent,Sales,Unmarried,White,Female,0,2472,70,United-States,>50K
3217,53,Self-emp-not-inc,135339,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,7688,0,20,China,>50K
3218,50,Self-emp-inc,175070,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
3219,47,Self-emp-inc,186410,Prof-school,15,Never-married,Other-service,Not-in-family,White,Male,0,0,60,United-States,>50K
3220,27,Private,285897,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1848,45,United-States,>50K
3221,49,Self-emp-inc,197038,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
3222,37,Private,77820,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
3223,35,Self-emp-inc,79586,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,India,>50K
3224,44,Private,104440,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
3225,45,Self-emp-not-inc,192203,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1485,40,United-States,>50K
3226,32,Private,101709,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
3227,57,Private,365683,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,>50K
3228,54,State-gov,137065,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,>50K
3229,43,Private,105936,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,>50K
3230,46,Private,155890,Bachelors,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K
3231,38,Private,210866,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,44,United-States,>50K
3232,58,Private,118303,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,0,0,35,United-States,>50K
3233,34,Private,191856,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,7298,0,40,United-States,>50K
3234,52,Private,162238,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,>50K
3235,34,Private,117444,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,65,United-States,>50K
3236,46,Local-gov,375675,12th,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,>50K
3237,47,Self-emp-not-inc,112200,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,10520,0,45,United-States,>50K
3238,49,Private,196707,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,7298,0,43,United-States,>50K
3239,37,Private,182675,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,45,United-States,>50K
3240,35,Private,282979,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,5178,0,50,United-States,>50K
3241,36,Private,220585,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
3242,55,Private,314592,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
3243,54,Private,86837,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,1902,40,United-States,>50K
3244,55,Private,184882,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,5178,0,50,United-States,>50K
3245,67,State-gov,132819,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,41,United-States,>50K
3246,47,Private,162741,Assoc-acdm,12,Married-civ-spouse,Prof-specialty,Wife,Black,Female,15024,0,40,United-States,>50K
3247,51,Private,171914,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
3248,27,?,129661,Assoc-voc,11,Married-civ-spouse,?,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,>50K
3249,47,Self-emp-not-inc,199058,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
3250,38,Self-emp-not-inc,93206,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,1902,65,United-States,>50K
3251,36,Private,261241,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,>50K
3252,44,Self-emp-not-inc,231348,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K
3253,41,Private,220132,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K
3254,31,Private,379798,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
3255,44,Private,35910,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,56,United-States,>50K
3256,44,Private,193494,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States,>50K
3257,45,Private,198223,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,1902,45,United-States,>50K
3258,44,Private,523484,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,40,United-States,>50K
3259,38,Self-emp-not-inc,146042,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,3103,0,60,United-States,>50K
3260,61,Private,86067,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,15024,0,40,United-States,>50K
3261,43,Private,254146,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1902,40,United-States,>50K
3262,39,Private,24342,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
3263,38,Private,119177,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,55,United-States,>50K
3264,30,Private,170154,Bachelors,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,>50K
3265,44,Private,157249,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,1977,50,United-States,>50K
